"","Study.ID","Case.ID","Low.LUI","High.LUI","Land.use...land.cover","Product","ES.From.BD","Fertilization","Irrigation","Pesticides","Grazing","Mowing","Clear.Cut","Selective.Logging","Partial.Logging","Additional.Treatment","Date.Start","Date.End","Latitude","Longitude","Species.Group","Species.Subgroup","Trophic.Level","Richness.Mean.Low","Richness.SD.Low","Richness.N.Low","Richness.Plot.Size","Richness.Mean.High","Richness.SD.High","Richness.N.High","Yield.Mean.Low","Yield.SD.Low","Yield.N.Low","Yield.Mean.High","Yield.SD.High","Yield.N.High","LUI.range","Study.Case","Richness.Log.RR","Richness.Log.RR.Var","Yield.Log.RR","Yield.Log.RR.Var","Richness.SMD","Richness.SMD.Var","Yield.SMD","Yield.SMD.Var"
"245","8496-Klaus2013",1,"medium","high","grassland","animal_feed","linked","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"non-woody plants","grasses","primary producers",7.9,2.97,18,"16",8.2,2.15,29,299.81,122.61,18,335.15,152.94,29,"1","8496-Klaus2013_1",0.0372713947972314,0.0102226684815435,0.111429252121374,0.0164722086263659,0.113771740860995,0.0985544167391309,0.250688137101516,0.0872089716470251
"246","8496-Klaus2013",2,"medium","high","grassland","animal_feed","linked","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"non-woody plants","legumes","primary producers",2.6,1.7,18,"16",2.2,1.08,29,299.81,122.61,18,335.15,152.94,29,"1","8496-Klaus2013_2",-0.167054084663166,0.0320608816738549,0.111429252121374,0.0164722086263659,-0.276157799522178,0.102094746135112,0.250688137101516,0.0872089716470251
"247","8496-Klaus2013",3,"medium","high","grassland","animal_feed","linked","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"non-woody plants","herb","primary producers",17.1,6.79,18,"16",13.9,4.85,29,299.81,122.61,18,335.15,152.94,29,"1","8496-Klaus2013_3",-0.207189623371968,0.0129575393133579,0.111429252121374,0.0164722086263659,-0.533249053655737,0.102743387487139,0.250688137101516,0.0872089716470251
"248","8496-Klaus2013",4,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","beetles","primary consumers",11,4.24,18,"18",7,5.39,29,370.49,118.37,18,405.83,147.55,29,"1","8496-Klaus2013_4",-0.451985123743057,0.0286990057312941,0.0911078988839587,0.0102291629550432,-0.811038734673056,0.0931980515020642,0.259776081037519,0.0872734559113035
"249","8496-Klaus2013",5,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","spiders","primary consumers",2,0,18,"150",2,0,29,511.85,109.88,18,547.19,136.78,29,"1","8496-Klaus2013_5",0,0,0.0667644779217726,0.00471485339437055,NA,NA,0.280080670255513,0.0874204690901371
"250","8496-Klaus2013",6,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","cicada","primary consumers",7,4.24,18,"150",7,5.39,29,582.53,105.64,18,617.87,131.4,29,"1","8496-Klaus2013_6",0,0.0408275940261162,0.0588973930831235,0.0033865856198289,0,0.0861318953220173,0.291459448345325,0.0875069610520809
"251","8496-Klaus2013",7,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","bugs","primary consumers",6,4.24,18,"150",5,0,29,653.21,101.4,18,688.55,126.01,29,"1","8496-Klaus2013_7",-0.182321556793955,0.0277432098765432,0.052689266947225,0.00249363583968584,-0.327945633376521,0.116790949357943,0.303816530145133,0.0876057298995598
"252","8822-Hedwall2013",1,"high","high","plantation forest","timber","independent","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_yes","no/NA_no/NA",NA,1987,2011,64.111667,19.453333,"woody plants","understorey","primary producers",7.56,1.6,10,NA,13.29,0.95,8,509.77,197.99,5,252.63,97.44641975,4,"0","8822-Hedwall2013_1",0.564140682533712,0.00511787313327919,-0.702033675893963,0.0673659776001153,4.14693720433059,0.765763417439925,-1.46369596490172,0.567710419808802
"253","509-Parthasarathy1999",1,"low","medium","natural forest","timber","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA",NA,1999,1999,8.500009,77.499982,"woody plants","Trees and lianas","primary producers",83,9.3,1,"1",80,5.38,1,855,6.8,1,575,153.58,1,"1","509-Parthasarathy1999_1",-0.0368139731227163,0.0170773600032661,-0.39673142813941,0.0714033410609039,NA,NA,NA,NA
"254","2559-Clarke2005",1,"low","medium","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA",NA,2001,2005,10.207686,-61.198129,"mammals","bats","primary consumers",25,0.8,10,"55.8",30,4.79,10,5.1,1.8,2,5.6,0,1,"1","2559-Clarke2005_1",0.182321556793955,0.00265174444444444,0.0935260580108235,0.0622837370242215,1.39437806094258,0.29762670790631,NA,NA
"255","2318-Guretzky2005",1,"medium","medium","pasture","animal_feed","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,1996,2001,41.866667,-93.166667,"non-woody plants","vascular plants","primary producers",3.6,1.08,300,"0.2",4.1,1.15,300,3429.12,660.86,1,3684.48,937.19,1,"0","2318-Guretzky2005_1",0.130053128248198,0.000562244695617688,0.0718257345712556,0.101840789759213,0.447647356981886,0.00683997424657531,NA,NA
"256","2457-Holbech2005",1,"low","low","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA",NA,1993,1995,5.310389,-2.212579,"birds","birds sampled by transect walks","multiple",87.36,5.38,28,"145.6",92.43,4.17,21,0.2,0.1,6,2.15,1.06,4,"0","2457-Holbech2005_1",0.0564140892800915,0.000232373718446459,2.37490575457367,0.102434649360014,1.03644489602452,0.0923123790716904,2.33810890991902,1.27077729438298
"257","2457-Holbech2005",2,"low","low","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA",NA,1993,1995,5.310389,-2.212579,"birds","birds sampled by mist nets","multiple",38.96,4.71,28,"38.2",42.19,3.92,21,0.2,0.1,6,2.15,1.06,4,"0","2457-Holbech2005_2",0.0796477473619129,0.000933057456069278,2.37490575457367,0.102434649360014,0.733465236350845,0.0875325673472655,2.33810890991902,1.27077729438298
"258","2997-Kern2006",1,"low","medium","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","uneven - there are more, also lighter and heavier treatments but then harvest data is without sd",1951,1991,45.757365,-88.965392,"non-woody plants","spring ephemerals","primary producers",3.67,0.89,5,"150",3.67,4.74,5,197.1,0,1,230,0,1,"1","2997-Kern2006_1",0,0.3453838101107,0.154368094764521,0,0,0.407436654315252,NA,NA
"259","2997-Kern2006",2,"low","medium","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","uneven",1951,1991,45.757365,-88.965392,"non-woody plants","summer flowering plants","primary producers",4.19,3.48,40,"1",4.18,15.12,40,197.1,0,1,230,0,1,"1","2997-Kern2006_2",-0.00238948739738158,0.344353183844093,0.154368094764521,0,-0.000902698320424675,0.0502969414367948,NA,NA
"260","3062-Wang2006",1,"low","medium","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,1996,2002,27.15,-81.183333,"non-arthropod invertebrates","nematodes","primary consumers",28,4.38,10,"100",21,3.59,10,17.74,1.12,10,29.4,153.58,10,"1","3062-Wang2006_1",-0.287682072451781,0.00536946145124717,0.505172697463202,2.72921718632134,-1.67398600788506,0.277933956226644,0.10281879968758,0.204335603111484
"261","4788-Mosquera-Losada2009",1,"medium","medium","plantation forest","animal_feed","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,1998,2003,43.149118,-7.329973,"non-woody plants","non-woody plants","primary producers",7.04,2.52884593,3,"150",4.02,1.43,3,1.93,15,3,0.95,0,3,"0","4788-Mosquera-Losada2009_1",-0.560326267539021,0.085190100662482,-0.708813297304345,20.1347687186233,-1.17298312273602,0.775196879503698,-0.0737207722502402,0.637484740054427
"262","4788-Mosquera-Losada2009",2,"high","high","plantation forest","animal_feed","linked","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,1998,2003,43.149118,-7.329973,"non-woody plants","non-woody plants","primary producers",2.72,3.92,3,"150",1.92,2.9,3,0.81,85.19,3,0.77,88.45,3,"0","4788-Mosquera-Losada2009_2",-0.348306694268216,1.45278270877387,-0.0506437328187549,8085.4909687239,-0.18512795215164,0.639580539232072,-0.000367539266719052,0.636619783132459
"263","4788-Mosquera-Losada2009",3,"medium","medium","plantation forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA",NA,1998,2003,43.149118,-7.329973,"woody plants","non-woody plants","primary producers",7.04,1.65,3,"150",4.02,2.16,3,48.21,60.87,3,107.09,85.19,3,"0","4788-Mosquera-Losada2009_3",-0.560326267539021,0.114545788576938,0.798103133995253,0.742326809031504,-1.25370575578505,0.770349694725482,0.63455343020379,0.672026604719128
"264","4788-Mosquera-Losada2009",4,"high","high","plantation forest","timber","independent","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA",NA,2000,2005,45.149118,-5.329973,"woody plants","non-woody plants","primary producers",2.72,3.5,3,"150",1.92,3.65,3,77.39,97.44641975,3,107.4,138.11,3,"0","4788-Mosquera-Losada2009_4",-0.348306694268216,1.75657427556909,0.327702608792397,1.07970917761445,-0.178508315867702,0.639159986122247,0.200338579743056,0.640172657786577
"265","4822-Wu2009",1,"low","medium","pasture","animal_feed","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2005,2007,33.75,102.066667,"non-woody plants","herbaceous plants","primary producers",40.86,17.3,30,"2500",52.99,19.46,30,458.58,256.3,30,235.01,142.39,30,"1","4822-Wu2009_1",0.259951627115195,0.0104709849336887,-0.668506692052561,0.0226489980856099,0.650257804388988,0.0707842609773426,-1.06435725392889,0.0793536373192067
"266","5963-Slade2011",1,"low","high","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_no/NA","no/NA_yes",NA,2005,2005,5,117.5,"arthropods","dung beetles","primary consumers",21.78,2.7,20,NA,20.08,2.16,20,81.5,12.02,2,100,16.03,2,"2","5963-Slade2011_1",-0.0812678226812861,0.00134695238232943,0.204567165741274,0.0237239078476796,-0.681480180109478,0.107270432794641,0.736717124242048,0.68320141280353
"267","6528-Sasaki2011",1,"medium","medium","pasture","animal_feed","linked","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,38.73,140.75,"non-woody plants","plants","primary producers",7,1.46,8,"0.25",7.61,3.66,8,354.67,145.183,8,529.67,151.8,8,"0","6528-Sasaki2011_1",0.0835530228182812,0.0343514018183574,0.401066391429454,0.0312125739070084,0.206948498485041,0.257391437414668,1.11376278612092,0.294971186306381
"268","6528-Sasaki2011",2,"high","high","pasture","animal_feed","linked","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,38.73,140.75,"non-woody plants","plants","primary producers",6.65,2.40370085,8,"0.25",6.63,0.95,8,285.25,202.94,8,591.5,151.8,8,"0","6528-Sasaki2011_2",-0.00301205046999172,0.0188979900957952,0.729295694676256,0.0715021776542261,-0.0103445535740674,0.255310631377978,1.61544921560855,0.345232778636552
"269","6684-Vintu2011",1,"medium","medium","pasture","animal_feed","linked","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2010,47.369793,25.179199,"non-woody plants","plants","primary producers",31,2.49,4,"20",26,0.95,4,2.92,0,8,6.32,0,8,"0","6684-Vintu2011_1",-0.175890666463664,0.00194669403327402,0.772135591878576,0,-2.30467394605414,1.02276790546542,NA,NA
"270","7169-Klein2012",1,"medium","high","arable fields","crop","independent","no/NA_no/NA","no/NA_no/NA","no/NA_yes","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","fungicide application",2008,2008,38.816667,-122.1,"arthropods","multiple pollinators","primary consumers",5.9,18.37,150,"1",5.7,8.94,80,38.13,10.92,150,43.33,17.55,80,"1","7169-Klein2012_1",-0.0344861760711693,0.095377651824719,0.127843861882346,0.00259741777241311,-0.0137989526613799,0.0155975197512288,0.354605178529471,0.0222957772329022
"271","7392-Imai2012",1,"low","medium","natural forest","timber","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_yes",NA,2003,2008,5.333333,117.333333,"woody plants","trees","primary producers",79.5,10.3,4,"0.2",39.3,6.4,3,8.5,21.34,4,22.2,28.9,3,"1","7392-Imai2012_1",-0.704532502785071,0.0130364591239462,0.960026125381963,2.14065929885745,-3.94161980932198,1.70257045180176,0.453424505245051,0.641950206239511
"272","7577-Mastrangelo2012",1,"medium","high","natural forest","animal_feed","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2010,2010,-22.750447,-63.69386,"birds","birds","primary consumers",4,1.65,30,"1963.5",3,1.7,42,105,16.7,5,130,32.6,7,"1","7577-Mastrangelo2012_1",-0.287682072451781,0.0133173776455026,0.213574100298059,0.0140428300393136,-0.590525791691441,0.059806111778463,0.890671130749744,0.352286189731032
"273","7577-Mastrangelo2012",1,"low","low","natural forest","animal_feed","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2010,2010,-22.750447,-63.69386,"birds","birds","primary consumers",3.3,2.06,48,"1963.5",3.2,2.06,42,7,2.7,8,20,6.6,7,"0","7577-Mastrangelo2012_1",-0.0307716586667535,0.0179853057427631,1.04982212449868,0.0341540816326531,-0.0481285884643568,0.0449021749092349,2.42602014703517,0.615442258818708
"274","7577-Mastrangelo2012",2,"medium","high","natural forest","animal_feed","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2010,2010,-22.750447,-63.69386,"birds","birds","secondary consumers (e.g. predators or parasites)",5.8,2.61,30,"1963.5",2.5,1.56,42,105,16.7,5,130,32.6,7,"1","7577-Mastrangelo2012_2",-0.841567185678219,0.0160208571428571,0.213574100298059,0.0140428300393136,-1.51831222423194,0.0853107386487943,0.890671130749744,0.352286189731032
"275","7577-Mastrangelo2012",2,"low","low","pasture","animal_feed","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2010,2010,-22.750447,-63.69386,"birds","birds","secondary consumers (e.g. predators or parasites)",5.7,2.4,48,"1963.5",6,2.32,42,7,2.7,8,20,6.6,7,"0","7577-Mastrangelo2012_2",0.0512932943875505,0.00725323249644579,1.04982212449868,0.0341540816326531,0.126013543780337,0.0448742495359203,2.42602014703517,0.615442258818708
"276","7715-Mueller2012",1,"low","medium","grassland","animal_feed","linked","yes_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","LUI levels are chosen arbitrarily, fertilization and grazing has been additionally applied but cannot directly be related to mowing regimes",2006,2009,51.833333,12.25,"non-woody plants","epiphytes","primary producers",5.28,3.36,60,"16",2.92,1.93,25,317,138.11,60,319.59,117.67,25,"1","7715-Mueller2012_1",-0.59234248143798,0.0242239782116358,0.00813715041393516,0.00858616164849064,-0.853523352457992,0.0496737761604654,0.0200043630902439,0.0537056095387528
"277","7833-Batary2013",1,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2008,2008,51.424986,10.21157,"non-woody plants","Insect-pollinated forbs & non-insect pollination forbs","primary producers",4.28,1.67,9,"5",0.42,0.63,9,44,15,9,80,21,9,"1","7833-Batary2013_1",-2.32145357729843,0.266916203258897,0.59783700075562,0.0205694731404959,-2.91236483661071,0.602546294626442,1.87859479319374,0.337220993283754
"278","7875-Mudrak2013",1,"low","low","grassland","animal_feed","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,1997,1999,48.9,17.416667,"non-woody plants",NA,"primary producers",36,5.2,27,"0.5625",40,10.39,27,300,72.75,27,288,72.75,27,"0","7875-Mudrak2013_1",0.105360515657826,0.00327163926040238,-0.0408219945202552,0.00454130055619856,0.479816822621451,0.07763013658952,-0.162555963454199,0.0749545668069814
"279","7887-Sircely2013",1,"low","medium","grassland","animal_feed","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no",2008,2009,0.1,34.516667,"woody plants",NA,"primary producers",2.67,1.88,21,"100",2.36,1.5,14,1.69,1.07,21,2.44,1.16,18,"1","7887-Sircely2013_1",-0.12341685337464,0.0524644226685265,0.367269510370128,0.0316449958085219,-0.178103796924266,0.115920846784978,0.658366660376508,0.110872766053274
"280","7965-Gabriel2013",1,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"non-woody plants",NA,"primary producers",9.9,6.92,414,"1",2.5,2.88,576,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_1",-1.37624402526639,0.00348416154321234,0.771399377459694,0.00383151669943548,-1.39515632492512,0.00638041876774368,1.29161312244103,0.00972506343287386
"281","7965-Gabriel2013",2,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"non-arthropod invertebrates","earthworms","detrivores",1.6,1.41,88,"0.6",1.1,1.2,120,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_2",-0.374693449441411,0.0187423731275826,0.771399377459694,0.00383151669943548,-0.380515153066124,0.0206277787305598,1.29161312244103,0.00972506343287386
"282","7965-Gabriel2013",3,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"arthropods","bumblebees","primary consumers",1.9,1.49,275,NA,1.5,1.57,384,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_3",-0.23638877806423,0.00508920678973484,0.771399377459694,0.00383151669943548,-0.261050151425918,0.00624459301017322,1.29161312244103,0.00972506343287386
"283","7965-Gabriel2013",4,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"arthropods","solitary bees","primary consumers",1.4,1.66,275,NA,1.2,1.57,384,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_4",-0.154150679827258,0.00957007654940133,0.771399377459694,0.00383151669943548,-0.123649595895769,0.00631621099817967,1.29161312244103,0.00972506343287386
"284","7965-Gabriel2013",5,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"arthropods","butterflies","primary consumers",1.4,1.65,188,NA,1.1,1.46,262,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_5",-0.241162056816888,0.0141123267055753,0.771399377459694,0.00383151669943548,-0.192244454800635,0.00937682465189001,1.29161312244103,0.00972506343287386
"285","7965-Gabriel2013",6,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"arthropods","hoverflies","primary consumers",1.9,1.82,275,NA,2,2.16,384,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_6",0.0512932943875505,0.00637409027952657,0.771399377459694,0.00383151669943548,0.0500117140958237,0.00607243617891227,1.29161312244103,0.00972506343287386
"286","7965-Gabriel2013",7,"medium","high","arable fields","crop","independent","yes_yes","no/NA_no/NA","no/NA_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2007,2008,52.974749,-1.110188,"birds","farmland birds","secondary consumers (e.g. predators or parasites)",7.8,2.24,69,NA,8.5,2.14,95,4.3,3.45,207,9.3,4.24,288,"1","7965-Gabriel2013_7",0.0859424298007248,0.00186246265876703,0.771399377459694,0.00383151669943548,0.318069356283527,0.0256164033170072,1.29161312244103,0.00972506343287386
"287","8235-Norvez2013",1,"low","medium","natural forest","timber","independent","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_no/NA","clear cut to create plantation. no cuts during plantation growing time",1986,2008,47.333333,-71.166667,"woody plants","saplings","primary producers",4.33,1.98,15,"100",4,1.43,15,8.46,2.71,15,8.02,4.49,15,"1","8235-Norvez2013_1",-0.0792731808945079,0.0224604344810451,-0.053410751739709,0.0277362914141443,-0.185906824189404,0.135870084976648,-0.115438507907925,0.135502294350902
"288","8449-Gourlet-Fleury2013",1,"low","high","natural forest","timber","linked","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA","yes_yes","no/NA_no/NA",NA,1982,2010,4.5,18.55,"woody plants","trees >= 10 cm dbh","primary producers",126,8.67,12,"1",133.29,3.86,7,81.14,39.91,12,122.57,33.7,7,"2","8449-Gourlet-Fleury2013_1",0.0562452986644488,0.00051436933757167,0.412506237574773,0.0309602510699064,1.03755263546732,0.222056783849957,1.07132732003458,0.254726931481524
"289","8496-Klaus2013",1,"medium","high","grassland","animal_feed","linked","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"non-woody plants","grasses","primary producers",7.9,2.97,18,"16",8.2,2.15,29,299.81,122.61,18,335.15,152.94,29,"1","8496-Klaus2013_1",0.0372713947972314,0.0102226684815435,0.111429252121374,0.0164722086263659,0.113771740860995,0.0985544167391309,0.250688137101516,0.0872089716470251
"290","8496-Klaus2013",2,"medium","high","grassland","animal_feed","linked","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"non-woody plants","legumes","primary producers",2.6,1.7,18,"16",2.2,1.08,29,299.81,122.61,18,335.15,152.94,29,"1","8496-Klaus2013_2",-0.167054084663166,0.0320608816738549,0.111429252121374,0.0164722086263659,-0.276157799522178,0.102094746135112,0.250688137101516,0.0872089716470251
"291","8496-Klaus2013",3,"medium","high","grassland","animal_feed","linked","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"non-woody plants","herb","primary producers",17.1,6.79,18,"16",13.9,4.85,29,299.81,122.61,18,335.15,152.94,29,"1","8496-Klaus2013_3",-0.207189623371968,0.0129575393133579,0.111429252121374,0.0164722086263659,-0.533249053655737,0.102743387487139,0.250688137101516,0.0872089716470251
"292","8496-Klaus2013",4,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","beetles","primary consumers",11,4.24,18,"18",7,5.39,29,370.49,118.37,18,405.83,147.55,29,"1","8496-Klaus2013_4",-0.451985123743057,0.0286990057312941,0.0911078988839587,0.0102291629550432,-0.811038734673056,0.0931980515020642,0.259776081037519,0.0872734559113035
"293","8496-Klaus2013",5,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","spiders","primary consumers",2,0,18,"150",2,0,29,511.85,109.88,18,547.19,136.78,29,"1","8496-Klaus2013_5",0,0,0.0667644779217726,0.00471485339437055,NA,NA,0.280080670255513,0.0874204690901371
"294","8496-Klaus2013",6,"medium","high","grassland","animal_feed","independent","no/NA_yes","no/NA_no/NA","no/NA_no/NA","yes_yes","yes_yes","no/NA_no/NA","no/NA_no/NA","no/NA_no/NA",NA,2009,2009,50.983333,11.033333,"arthropods","cicada","primary consumers",7,4.24,18,"150",7,5.39,29,582.53,105.64,18,617.87,131.4,29,"1","8496-Klaus2013_6",0,0.0408275940261162,0.0588973930831235,0.0033865856198289,0,0.0861318953220173,0.291459448345325,0.0875069610520809
